group	id	0292159D-8EE5-4B0B-9756-17EF4F55263A	0474C672-D911-40E4-8AB7-15FA4D072A9C	05AEE292-E223-48B5-B0B6-DA88D117139D	05BC1ED4-187E-41DB-AFA6-C4529B8FCFA3	0929C255-892A-4196-B906-54A5D809FA72	0A2B3536-2245-4C0E-BDBC-495766EEEC67	0AE47E69-3FA6-471B-BFDF-AF84E4D3201F	0AECCB48-4FB5-4C79-8E80-2BFDC2703B65	0F3D1985-DBA7-4525-92F5-CEF822A2A08F	1045C80F-7C97-4B11-9675-318064A3F56B	12B82BD8-2DD4-433A-B4C8-7985B4738402	12D39077-7A6C-4BA8-9EBB-CFFF87CD9770	150F8364-E67C-4913-831F-832187652123	176F3289-5E77-4E1B-8695-FA71478F18F9	17B178C8-9728-450B-A13A-7CCC5FC301C9	190602A3-5AC5-405A-9328-8BD78D23B174	1982CFBF-461A-4256-AEAA-DD89D18F28FE	19EBA91E-4D0E-493E-8297-3466769C0C1B	1CFD4B4B-DB79-44CC-A47E-7806308FDDA9	1E0DFE20-FCD1-43DF-8DE2-901E95A51523	1E854A72-598B-45D4-AB19-E3914F2AEE09	1F4C55C2-6F41-4B79-B994-AACDF9D87C19	249EA5FD-66E6-4293-838B-586365A336F4	27BCCCEB-7C09-4CB7-A5AB-891E281CA4DA	2FEA82F2-B180-4B7E-BE29-AF06A31C90C7	30BFBC24-D16F-448F-AEAC-057AEF97B2A7	3481B26E-85C6-4D1A-ADD4-4E7981B65BA7	3771176A-F95B-494A-8172-E57260AC372C	37DD0B78-3C22-48DE-8471-4F2D8779D90B	37EC4174-F358-4860-9D99-98104BE33A70	38ABF99F-2098-4214-83E5-4FC5270C1C6F	3AEA26F8-8B7D-4864-AB5E-F1CACB05D741	3DD5CD2F-352D-4ACF-ACCC-B5B6D7BAC5C9	4361A302-5783-46B0-8921-2EC08F235ACD	4485ADB0-AF5F-4A51-BF60-702F4C975DE2	4A1F60BD-5CD8-4221-8AF2-A2DA4437F8B8	4CA0F2AD-18D5-4044-8350-504FFE609B2C	4F0FA9B6-514F-4FF4-98CC-0009BC08EB80	507D17F8-DDEC-4560-919B-B7D729ECE611	52456612-1DF9-4CF8-B114-6E9B1EF19F2C	556EA0EF-8989-41AE-8023-7703DAC7160C	593E644B-68A3-4E67-BAB1-BDD99219E072	5B46DD57-1D7A-4DCC-8C71-E769D018AA44	5BB480FD-2D3A-4B4B-AD0F-7F689F761079	5CB91881-3359-4FBB-A8E4-DD2F007F01BA	5DD39B17-CA54-4C20-BD84-FA7F88DA5B69	5F2EB568-4F1C-4241-810D-95C2A13093F7	607DBF7C-9714-402B-B03A-2CC96DC5CE02	6176BB6D-9D93-4714-B906-C7A54E0D3325	665AC2DC-49CB-4284-A05C-1B1CDEFE2A0B	6689E110-85D0-445C-8056-108724435D89	6777816A-975B-4B53-B039-3CB26D469C47	696B8E8A-DD8D-440A-853E-5878B584288D	6B2C9674-5F06-436A-8FF6-DC15BAAADD80	6BAB0D9B-7BA4-4E29-B05E-25893805AABC	6E75A199-949C-4A87-AE44-7CCF6C8C021F	741D97D6-E08F-45A8-A2A4-35E151FE3EFA	790E11C9-30D1-40BE-A2BB-89B08A545722	79E88E8B-5E5A-4775-A5E5-ED446A2B546A	7C14EC5E-9FB4-4512-A2B8-10BDB5EFF326	7CEFBF18-5BCD-4687-885E-A4B058111B1A	7DC55705-0FC3-4BC3-9EB7-1380D6E50BFE	7DD0EB2E-EEB9-408E-B0FE-6A65BEC2014C	87DAEC85-6F71-4239-8D48-5590DA42CE45	91B710F2-5869-4818-A56C-AA4F85F06AC3	92028088-D1E7-4B14-AE4C-E262F2716FDD	9506C21A-0F1C-4EF9-9CDA-2E5C46C1A5DC	9772B0F1-BB89-49A9-9841-40EA5956A8DF	9926508B-C453-4081-B146-CCEC942C106E	99470209-71EF-4FFB-95B8-E09125766973	996989CD-4161-4D87-948F-3E152AC4D4B0	A0782212-49CD-4567-B538-534176BB77D5	A1449440-5579-4BBC-AC5A-76A10657FCB2	A3B49FA6-C8FD-43F1-A601-41F153B3442B	A6F751BB-BF57-4852-9368-825EFF3C501B	A7805FDF-1028-4275-A8F1-3620610199F6	AA690CF2-1EC3-4E0A-99CF-DD24992EEE9A	B263B4F2-2A41-48CB-89A2-0F10A4620160	B68ADC4A-A164-498B-8D60-3B2AD81E217C	BDBA1211-1AFE-4CF4-8ED6-509BFF3A2B57	C0B6329F-B055-480B-8DA0-D13DC42F7E27	C2090E0F-4228-4CF4-B69D-BFD38006E856	C3F371A7-0C27-4FE9-90D7-53F8E8BF963F	C4F6F746-B4DF-42CC-A629-33B032E0EF32	C58E0717-CC79-44C4-84AE-5874893A1364	C5D8569F-D8E3-4CE4-AD30-AF4FEC5CF346	C926563F-1DD6-4EAF-B7FF-17CF3AB60D21	C98BE9BB-CEB5-4886-AA9D-1F8F274A2CEF	CA729C97-E303-49AA-A4B2-2E9DD5C0F6AE	CA995887-B9FE-45FE-A90A-E2C757D7F37B	D1B14E56-23F7-435E-93B9-320012FA4E54	D29C76EA-FE7C-45E9-AEAB-0BFE5D81663E	D38A9ED2-81AD-43C6-AEB2-9ABC15999412	DCA18BD3-9317-4C2E-B7B7-139A69121396	DCF0B901-619A-48CB-AF7C-3B05C682133D	DF12BB2C-6DF9-4F88-8C40-14344811143C	DFFEA5C8-41AF-4927-A8C4-9E270F8F7106	E1C96184-EDCA-44C4-BB80-68492E5BF368	E449A211-33FC-45F4-B4F4-03CDE1D4F4BF	E8976AD5-04D7-4C42-8897-EFCB2CA0A171	EEFAE11A-42AD-497E-B6C6-61E00D1278D1	F1A1BFCF-BE56-43F7-B0BF-B1A64A618C86	F210498D-01E8-4BE7-9D7F-F216095079E8	F235FD23-09B9-41B0-9F2C-8BD1757EB884	F4B16D3F-4B7F-4011-8D1B-C0E7F15C6846	F634C736-39E8-4323-8155-FA3CC26AC9E3	F634FD6E-BA32-4F6A-BCFC-1F3994A137D0	F6A88D9F-29CE-44C8-A1C8-4EE014FD4701	F71C5D3E-3D79-4658-842B-F3D61BDFD29D	FD9FB30F-5F8D-486C-815C-90749331BB20
21	6A13E4A4-C1A8-4A84-9D65-3189DD6F4FFB	5.448825235	4.804348753	NA	3.729662714	6.032056128	4.799974845	2.515598618	3.495692341	5.439127409	4.420902995	5.327612755	4.493131083	5.237342908	5.32742658	4.087751536	4.356925876	NA	6.149671457	3.742408718	4.686039002	4.153715863	4.222016182	4.823883118	3.95034511	4.201502374	3.193438617	3.922639464	6.165176215	5.254089766	5.311137379	4.305601595	4.045419288	4.290531261	4.910415781	4.007819555	4.395864336	5.529936103	5.219002274	5.675565346	3.382464523	4.230700199	4.15967997	3.972036609	4.435950199	5.616256595	4.625177077	4.657783388	5.919980503	6.231219254	3.941858853	6.30062994	4.299456157	3.194141337	2.401233562	4.454193232	3.230678664	3.476322446	4.480891284	3.549671438	4.338668322	4.41696027	3.825070224	4.2532958	5.703186066	3.437044957	2.673051951	5.666468134	4.922168361	3.5604467	4.770581905	6.201649052	4.445528136	4.501297742	3.881917405	4.688549787	5.41577348	4.31347213	3.888210575	3.224640149	5.01004452	3.911700471	4.375690964	5.060810305	3.687053245	3.87949513	2.802419256	5.451537524	3.288398539	4.507857945	2.610600901	5.406758953	5.367587767	4.102116461	4.595640867	2.146194456	4.433777697	2.826640823	4.849857784	5.752544191	5.123457402	3.493624306	5.306070215	5.568039548	5.23832405	5.477076393	5.292884925	4.294885868	4.7734458	4.331627595	5.010355599
21	CB375D18-8883-4F4D-B509-EA4C29B1B179	5.600209123	4.872237273	NA	3.598036199	6.128352886	4.931500963	2.580400148	3.691353599	4.953246376	4.232855818	5.459292442	4.511504763	5.243839626	5.321557061	3.99385897	4.495022018	NA	6.154598457	3.959953563	4.660015344	NA	4.09445707	4.903964363	3.971331247	4.333884666	3.309800095	4.062223951	6.181304865	5.211864234	5.306664989	4.446421052	3.790876034	4.259557767	4.967416116	4.363968534	4.367152131	5.424865316	5.275251137	5.614012125	3.429632092	3.319842602	4.1289282	3.917729781	4.496684216	5.489147923	4.433050216	4.442343941	5.984268782	6.235632419	4.041173331	3.615974979	4.416396316	3.339346686	2.358746417	4.34407165	NA	3.605874971	4.570869423	3.411633486	4.472424832	4.700829291	3.894128492	4.321982643	5.848938845	NA	2.709598671	5.547252873	5.034772043	3.391320415	4.75694181	6.226247412	4.580710485	4.373775086	3.859692321	4.379994979	5.597065241	4.292106547	3.891934337	3.962663574	5.072293304	4.07708104	4.363678783	4.886412447	3.640773287	3.980973209	NA	5.528520602	3.31252593	4.393201161	2.728571531	5.255819191	5.32632876	4.074653919	4.974054149	2.005492535	4.48155455	3.779122649	4.93070758	5.735383138	5.060059422	3.361347397	3.200488126	5.467456167	5.148638171	5.296795479	5.214320905	4.600442306	4.763537199	4.437246082	5.038752016
21	D0A743D8-FF79-4DAF-BBD9-6700EFCB0F91	5.407763166	4.733141143	NA	3.68080914	5.784436039	4.620918094	1.966062448	3.48725833	5.659784699	4.375982118	5.198212315	4.413507865	5.180771098	5.579033463	4.131802743	4.489991479	1.910440205	6.152931329	3.549688908	4.656710921	4.140719132	3.905276308	4.783112802	3.991426297	4.266094994	3.256476056	3.919238677	6.129842579	5.229274512	5.051883353	4.285603122	4.003048753	4.275677432	4.945154861	4.38652538	4.411119813	5.489403904	5.388340115	5.674005823	3.363150787	4.151022468	4.070381728	3.978390399	4.44977245	5.506004052	4.448757755	4.509693612	5.911927976	6.237857207	3.872458649	6.004044549	4.472742503	3.333791276	2.292910432	4.39086049	3.129784559	3.431863532	4.582297826	3.515253692	4.377213408	4.689109435	3.799234907	4.222768742	5.736540356	3.653893318	2.613977597	5.585330407	4.968658249	3.477897768	4.74469117	6.265981286	4.689824426	4.409508235	3.860179214	4.571683124	5.401305718	4.261724943	3.771942909	3.382246291	4.957573652	4.050001214	4.390628589	5.02673667	3.660749846	3.864516455	3.04434699	5.498871332	3.244948893	4.496848351	2.58682679	5.426807296	5.473112488	3.988292594	4.635595066	NA	4.458682625	4.15692526	4.933331235	5.85298667	5.123306498	3.583028778	5.078836306	5.589136805	5.179831458	5.479477445	5.301923369	4.337111249	4.761808142	4.25577575	4.90541192
22	03303E03-496E-489F-A675-6E5D3F21A620	5.367191103	4.648428775	NA	3.824292029	5.969776742	4.878719824	2.094597381	3.620679826	5.105948153	4.508564397	5.304444013	4.360787367	5.013786769	4.865360991	4.066028952	4.196708412	2.249544849	6.162051903	3.410712924	4.790710288	4.088370054	4.022774472	4.950402956	4.030477243	4.201886255	3.087827383	4.214273622	6.172518326	5.754837877	5.505460769	4.442822328	4.381924235	4.294795979	4.604555988	4.279488709	4.230345098	5.451329034	5.406532666	5.141893048	3.333101608	4.249208585	4.32061807	4.057417807	4.134551301	4.912692942	5.523225715	4.472809698	5.861823791	6.239584905	3.703182525	6.264849081	4.639102703	3.944721384	2.533825674	4.37003749	3.237042723	3.484597443	5.542154516	3.547761673	4.2508354	3.944684595	3.928983187	4.090562323	5.804389042	3.445149954	3.544015374	5.710464188	4.921346311	3.527028364	4.842971142	5.974650546	4.523111893	4.928882922	3.945067644	4.346815094	5.303009531	4.033549004	4.430197691	3.739786736	4.907962124	3.932868951	4.105647297	4.72558961	3.691466165	3.859002302	NA	5.643218122	3.102138838	4.467995396	3.243818659	5.474730375	5.421532446	3.916215539	4.846985925	2.750008169	4.381577392	3.782776604	4.970889845	5.685552093	5.151590907	3.532532911	5.401565206	5.450155806	4.821012984	5.305546992	5.345139114	4.100268833	4.803235723	4.389124672	5.046309372
22	534FFBA0-992E-4235-85B4-7CDB0D88A7EC	5.088557881	4.612055296	NA	3.742731547	5.723602856	4.696595124	2.575396722	3.536494954	5.672556399	4.324954275	5.226700645	4.297649342	4.870084075	4.879016208	3.952893036	4.084613229	NA	6.155710296	3.685582578	4.657896306	4.053279939	4.075636334	4.798279666	4.049642811	4.16389915	3.039854074	4.222867306	6.127846823	5.555675882	5.387919	4.349194266	4.149494229	4.252519303	4.710010416	4.553397599	4.137943289	5.488166397	5.338330848	5.181409485	3.356203089	4.236853919	4.348267746	4.022695215	4.044596245	5.069187653	5.466354621	4.397421607	5.942469009	6.236557176	4.225837726	6.404761101	4.435377635	3.83531196	5.109459322	4.48591041	3.021405178	3.555734746	5.395605546	3.383429489	4.296195707	4.244911443	3.799574908	4.068669211	5.826023385	3.516133957	3.359950745	5.460160617	4.96114701	3.389590557	4.907216275	5.939853354	4.46197379	4.934886815	3.916845718	4.09684682	5.080806502	3.934587753	4.369200198	3.785180588	4.967089499	3.994414414	3.956526336	5.121647908	3.673432894	3.997386828	NA	5.536779754	3.164660489	4.524340555	2.888435915	5.33393435	5.271067639	3.775604253	4.854148593	NA	4.252161972	3.757717372	4.922726778	5.706502051	5.174478315	3.414529801	5.433446546	5.535977309	4.890257638	5.29780271	5.339280871	4.130102185	4.732851544	4.298332957	5.001815514
22	8A41C980-1DDA-4D3C-8B72-D1E1BB83CAB8	5.138212985	4.648820687	NA	3.642600969	6.103619539	4.794646799	2.556604249	3.611032098	5.014721442	4.525229495	5.26680341	4.376340998	4.852950006	4.881656306	3.955120472	4.117023593	1.943235225	6.159297904	3.591241631	4.761470322	4.094156525	4.185332137	4.811161626	4.10689958	4.188572026	3.037644164	4.26022636	6.181359788	5.718864317	5.47737516	4.268020074	4.254487874	4.288983683	4.78045701	4.346533541	4.061155261	5.485167662	5.434519243	5.340071436	3.399059281	4.202685995	4.393929072	4.006077156	4.040743382	5.48884043	5.50540272	4.562218477	5.955152765	6.235203302	3.773892738	6.134152347	4.65346138	3.910098781	2.443251842	4.468056185	2.945463188	3.516856937	5.456020507	3.476571741	4.260751953	4.318555453	3.898408568	4.091487609	5.826758127	3.361318657	3.387306197	5.669790935	5.00516382	3.572695091	5.07329854	5.979751459	4.44285368	4.985802167	3.971152162	4.523962899	5.093043643	3.934747274	4.473396453	3.550122835	4.954403098	3.889493892	3.992593236	4.661594615	3.867136496	3.935418558	NA	5.698913822	3.124477679	4.591724011	3.22749291	5.464634027	5.529128549	4.055580266	5.119340666	3.170272669	4.266543934	3.813862879	4.974888773	5.732429601	5.195010412	3.532001528	5.385331888	5.568303463	4.945732263	5.308453785	5.364874441	4.255845116	4.77017983	4.298719411	5.063197587
23	5965D4C8-CED7-43B1-B41D-73F5F62E6519	4.985084572	4.548725725	NA	3.527672384	5.87267615	5.093629858	2.676117114	3.867244237	5.546616798	4.735329181	5.515271153	4.40350473	5.064454237	5.223500561	4.17695915	4.429198873	NA	6.152441623	3.270991339	4.570227636	4.156885012	4.035169811	4.790781471	3.921495863	4.313807966	2.970072711	3.868008106	6.142539122	5.25268352	5.22276769	4.39014498	4.565215092	4.251345679	4.814161687	4.232169434	4.488526494	5.539815114	5.438176008	5.26132716	3.35536398	4.203552734	4.536029143	4.053376588	4.046952272	5.38804423	5.264854898	4.884719424	5.864865757	6.238123079	3.666936933	6.210571339	4.579652876	4.164685399	1.836009936	4.311252966	3.281799432	3.486449075	5.162932973	3.59579187	4.245993331	4.657739843	3.884673603	4.095671301	5.709354822	3.769401419	3.661720925	5.401003816	4.897580888	3.548669225	4.822903599	6.074299012	4.635129296	4.840760634	3.9251675	4.720142976	5.127638391	3.975334485	3.908192811	2.86836882	4.767753253	3.991465947	3.945293795	5.215646467	3.902685569	3.959458771	NA	5.61423823	5.264946705	4.500708203	3.335385091	5.269136181	5.254857129	3.907063973	4.802449157	NA	4.389131792	NA	4.932983985	5.855642824	5.191431031	3.301510805	5.298181769	5.515887379	5.121537812	5.528962701	5.37242995	4.26355868	4.759376925	4.410833831	4.722825528
23	93ADD2B0-C671-4481-9053-4BCB6F2AF994	5.199766346	4.620881484	NA	3.632887489	5.967678352	4.986594239	2.532099459	3.910235124	5.611587179	4.926307235	5.503622283	4.411197874	5.124384809	5.252464535	4.071891523	4.555360062	2.087675085	6.154048064	3.024876798	4.648488663	4.206116085	3.924929077	4.854621602	3.883986706	4.373418145	3.13428385	4.002491433	6.162268025	5.287650404	5.264087961	4.44480618	4.601592865	4.26659834	4.684539651	4.234692165	4.537967018	5.594460099	5.355393822	5.297625099	3.417917984	4.246705387	4.60324173	4.061959224	4.196850194	5.25718449	5.216593396	4.610124889	5.858424226	6.227268615	3.828944531	6.297745425	4.601151944	4.176126069	2.219434354	4.334594817	3.078237591	3.514243322	5.271183936	3.271397893	4.220033194	4.537074553	3.974900935	4.095131493	5.532265952	4.071779857	3.742394245	5.520567174	4.791219721	3.292780117	4.782280538	6.025899202	4.602287557	4.889452173	3.931104518	4.566229076	5.253095208	4.122951277	3.978533617	NA	4.86997176	3.911284649	4.045632196	5.19418934	3.920629204	3.906319078	NA	5.402183268	5.382652128	4.476366582	3.396523183	5.288489635	5.136510519	3.91319897	4.782026533	1.984314982	4.575650257	NA	4.953677595	5.889313453	5.151523842	3.67275814	5.364472157	5.461062846	5.12688214	5.466656697	5.327096041	4.203198822	4.773917615	4.480452851	4.77298108
23	D11AEEBD-0E96-4A83-98A4-CDEAE10ABC9E	4.907060371	4.538297169	NA	3.593752181	5.860601943	5.233924085	2.678626788	3.855105358	5.542420505	4.617101072	5.71979851	4.392134825	4.974505354	5.18467548	4.080674003	4.384645219	NA	6.155368226	3.231283524	4.699047567	4.158696617	4.028610814	4.823829425	3.914052085	4.439043159	3.016417989	3.958848561	6.162576499	5.1766414	5.340791589	4.318578522	4.366513999	4.279768962	4.770184967	4.197257338	4.499688684	5.580226959	5.413814725	5.29897071	3.33356301	4.218682224	4.428127695	4.038971391	3.923140202	5.290727866	5.140288018	4.815995553	5.911982648	6.236362371	3.842122145	6.338286921	4.529263499	4.035159666	2.346884658	4.36508092	3.211028428	3.474385824	5.017369422	3.538245047	4.291039528	4.800495728	3.911054188	4.091672653	5.619570741	3.801433011	3.564196875	5.354488289	4.926740644	3.600937889	4.90238745	5.972853576	4.453534734	4.71260276	3.859051372	4.671094742	4.961959629	3.905681579	3.803277149	2.695247375	4.721956537	3.94704088	3.729498186	4.992029218	3.980121413	3.881422165	NA	5.432184649	5.145517053	4.534545164	3.453236382	5.264426302	5.429981758	3.90741036	4.666075523	NA	4.403164308	NA	4.966369124	5.888642501	5.149982606	3.52915282	5.310302672	5.477887669	5.144099568	5.451742346	5.295057871	4.207229536	4.752094522	4.459761067	4.691615814
24	4B20CA7C-333B-48B1-8B74-BB0C409109E7	4.713092876	4.583268436	NA	3.794445173	6.091411382	5.032075151	2.519073006	3.802659797	5.647040973	4.969085661	5.640234412	4.419422882	4.970937941	4.873961312	4.064381623	4.848332709	NA	6.152980295	3.572286322	4.514451436	4.119501559	4.054316457	4.736156049	3.847475181	4.235636436	3.135503029	4.160160521	6.160464801	5.279745854	5.426189712	4.107913568	4.825877534	4.269001479	4.830767272	4.154787476	4.297167912	5.513837216	5.301503717	5.201447919	3.341090579	4.196120411	4.427071047	4.065673562	3.441412791	5.340094664	4.637525965	4.644853452	5.985551338	6.230044165	4.080027993	6.257152243	4.160763239	2.614098574	2.557239414	4.466955911	3.168758812	3.49460313	5.418216322	3.442803215	4.244595463	4.393743967	4.112291669	4.053967806	5.596738265	3.866956185	3.717943509	5.039914897	4.874231963	3.556694202	4.815014192	6.114149632	4.43632257	4.796785139	3.899907155	5.045834939	4.725669479	3.73306476	4.207771078	2.64863972	5.018613118	3.831767273	3.69558791	5.150224669	3.857614646	3.878283036	NA	5.478433207	4.271410738	4.595738365	2.529946678	5.421249092	5.278192492	4.09201036	4.631253223	2.181763941	4.7359047	2.542537127	4.963978999	5.793404053	5.098354305	3.661493845	5.282501297	5.554052885	5.247376487	5.468783104	5.258192092	4.311818982	4.78526951	4.422015213	4.928505616
24	87E711F2-E724-4E11-BD29-6E26EECB5A72	4.471146432	4.493613241	NA	3.791012466	5.925907375	5.378701811	2.801547455	3.760443995	5.380532424	5.111239908	5.935670978	4.473960879	4.894631801	4.9133518	4.09044703	4.733293155	NA	6.158005351	3.341140016	4.469502648	4.027048952	4.050734355	4.713819979	3.813558823	4.309233532	3.181308743	3.935383382	6.18637758	5.245585206	5.229092965	4.190009341	4.908481565	4.319584009	4.718168	4.09405957	4.487310631	5.483633635	5.308026663	5.167896504	3.220769445	4.190979639	4.351785433	4.040410052	3.503569513	5.224597761	4.808862886	4.64910354	5.956376274	6.250783125	3.943708504	6.072063675	4.061785351	2.292381803	2.813971882	4.477458229	3.172784079	3.729799764	5.320571826	3.610117029	4.267122073	4.656320762	4.088900713	3.929065387	5.746799912	3.681567598	3.688989553	5.069509291	4.828111808	3.604886867	4.823615315	6.091151087	4.414662833	4.865143874	3.911899961	4.829175588	4.552897747	3.696730354	4.167385451	2.729024241	4.923479231	3.883327163	3.497489574	5.12427548	3.768136372	4.132305398	NA	5.616518713	4.06218356	4.690401135	2.638092658	5.256462818	5.240481331	3.971378852	5.023497076	NA	4.578826563	3.317553511	4.969076862	5.750088977	5.182765261	3.489273619	5.168488606	5.555173296	5.325680868	5.460495378	5.370053372	4.054505791	4.787838722	4.404173755	4.736662161
24	E08A1ABB-9ADA-41AD-9FA0-ABA916DA6551	4.798871326	4.497581457	1.555449924	3.746676341	5.843351584	5.289914783	2.665100862	3.647184028	5.395017455	4.955702887	5.870598619	4.286240822	4.872812402	4.745516342	4.025459458	4.835695489	NA	6.159566167	3.534588166	4.610892964	3.987432426	3.882867437	4.752800015	3.834347851	4.140390609	3.273059463	3.962161578	6.15153915	5.349022777	5.251031371	4.245585999	4.795715607	4.259320449	4.887596764	4.001140949	4.350709355	5.45265573	5.47864305	5.084816605	3.348972872	4.26271867	4.427168624	4.046161953	3.779795185	5.294076993	4.700111818	4.586477164	5.958242569	6.230866424	4.140354903	6.330045964	4.202114457	2.65510291	2.132597237	4.322433171	3.090869126	3.102873586	5.528391975	3.371789008	4.397516737	4.69978569	4.036114369	4.041655304	5.759197087	3.70904	3.546838138	5.192462685	4.86741835	3.396121485	4.780836615	6.003087652	4.549907636	4.832711162	3.919462658	4.793852209	4.801298124	3.79898661	4.208894459	3.453773058	5.013210124	4.07934719	3.65911997	5.111397255	3.841323392	3.474716811	NA	5.55608459	4.122192638	4.582701026	2.60926986	5.284476273	5.419550097	3.951093328	4.366435523	2.300704996	4.723176441	3.321893563	4.94431975	5.761160696	5.162998117	3.552189107	5.41021054	5.547895079	5.17028133	5.379823618	5.322615251	4.308732612	4.7431881	4.368787333	4.843818987
25	120718AD-3E62-42FA-B8CD-EF1C9E6CA775	5.452277648	4.336101963	NA	3.295805871	6.038196094	5.647903092	2.463588651	3.88793509	6.002069027	3.854929691	6.124675176	4.222724591	5.004386397	4.756945816	3.915479159	3.704171264	2.189658397	6.130127943	3.508698109	4.859817081	4.192087603	4.154855767	4.658191098	3.719421504	4.264497038	3.112351287	4.23267021	6.118380741	4.997942894	5.293241377	4.456943094	3.154055828	4.233768821	4.626840982	4.158353243	4.440041553	5.364584201	4.984891724	5.383142146	3.333943405	4.061820324	3.858766671	3.981048087	4.433480581	5.674972778	3.716373916	4.630110409	5.93252248	6.221009282	4.764648478	5.992475106	4.481265339	3.010872795	2.364215636	4.452457311	2.991163813	3.388683138	4.415034884	3.434721702	4.398245	3.575464314	3.905985273	3.961261619	5.633210537	2.995174983	2.848692114	5.95892841	4.723772424	3.451663556	4.929180674	5.971237597	4.831769031	3.714054528	3.870351055	4.197623307	5.494375751	4.255367112	3.547725598	2.958788172	4.864006087	3.345682554	4.344453969	4.676352547	3.718705132	3.735035668	1.85668573	5.952023931	2.593097466	4.149884766	2.805292337	5.289500702	4.171738764	3.968929494	4.991077684	3.02607777	3.919391319	3.469181143	4.912655062	5.419211405	5.063842525	3.648586706	5.109059526	5.179062485	4.956438605	5.358700672	5.208432309	4.215506272	4.726585737	4.545826567	5.082696344
25	C952EB0E-7130-4DA6-A5BB-2A89E0A3706F	5.474225993	4.314364874	NA	3.539714258	6.125284259	5.410698929	2.239989472	3.662783481	5.629292957	3.920661514	5.980434785	4.330027181	4.920729468	4.663282565	3.939868448	3.823373342	NA	6.154818074	3.296031594	4.8405644	3.97074948	4.087708388	4.639061822	3.852660997	4.318040995	3.114293696	4.212452077	6.156906668	5.12953011	5.26124028	4.251670801	3.212411244	4.259866637	4.87654934	3.98816005	4.409791068	5.252192378	4.941428692	5.514945796	3.371637325	4.132823059	3.98195973	3.98403681	4.350800722	5.696309851	3.706828272	4.274559154	5.910301092	6.228351664	4.730283959	6.160375813	4.513584848	3.039288259	2.677923782	4.464811313	3.163741346	3.646571122	4.437405739	3.323062022	4.417246569	4.123985046	3.820762864	3.972664109	5.702081012	2.482747022	2.76253075	5.907611988	4.810714167	3.307742972	4.796020267	6.003397337	4.599963852	3.820822788	3.86724534	4.06920662	5.480671539	4.33525871	3.558289806	2.788900142	4.851420316	3.561415347	4.256627751	4.37114527	3.81609938	4.000297408	1.854536068	5.936177128	2.932234702	4.279509787	2.815462393	5.179205091	4.698388668	4.112233992	4.839065559	4.196090478	3.947490906	2.98099572	4.941800481	5.441322154	5.10272262	3.888794189	5.262895933	5.34763566	5.013674045	5.356340007	5.242730582	4.293528961	4.760903718	4.436146991	5.141897227
25	F3707EA4-2022-4A7C-BA04-B40B349AA391	5.445095678	4.280158943	NA	3.402573315	5.858423869	5.650994672	2.471987742	3.767937287	5.748836661	4.028767266	6.160411791	4.341431125	4.966844036	4.719393142	3.958910531	3.910762655	1.937202413	6.158405054	3.615039492	4.845481034	4.208253077	4.172466854	4.758316864	3.776763483	4.253850709	3.249832285	4.135620671	6.132115936	5.066747068	5.113422843	4.440981689	3.492693582	4.268029667	4.729518498	4.214521512	4.33692231	5.433774968	4.939109959	5.475291875	3.337293146	4.176897155	3.908847491	3.987578962	4.392153324	5.608207964	4.108565575	4.555881848	5.911832898	6.216528221	4.23310424	6.145088036	4.359855822	3.032506873	2.271130553	4.45076474	3.107401609	3.585429677	4.467505674	3.338749679	4.296529516	3.641140903	3.826406423	4.019944314	5.786074733	NA	2.636786399	5.943971712	4.811691945	3.310158746	4.939530359	5.970622331	4.783037058	3.926121351	3.860943841	4.315409985	5.475421632	4.172024238	3.630577056	3.442113654	4.901756714	3.764293107	4.290549518	4.665112236	3.651267296	4.010604174	NA	5.869915901	3.034710306	4.205110642	2.753503908	5.145334586	4.81183937	3.702056495	4.973483743	3.331744399	4.021937104	2.119731832	4.903716832	5.502839328	5.101213335	3.601977363	5.348241217	5.256589156	4.998538998	5.176383561	5.284237129	4.277347877	4.740641924	4.540105122	4.918073919
26	A93FD060-3D1A-45E6-87CC-7B3BFCB78CF1	5.308668164	3.959751867	NA	3.61143959	5.94128721	5.442775023	2.43724097	3.833199292	5.79612868	4.338764277	5.985398479	4.224068523	4.661016077	4.130312192	3.977131909	3.620941906	NA	6.156752483	3.248370974	5.002073677	4.058714396	4.186173569	4.700855118	3.807546135	4.116813877	2.964003957	4.42956324	6.139221853	5.374236475	5.532176561	4.415550005	4.151309683	4.24309432	4.576957299	4.038179944	4.194705592	5.236637387	4.917617685	5.004933917	3.358138628	4.163707272	4.227085964	3.993922225	4.288492471	5.805816756	4.950171638	4.459514521	5.970346052	6.22920976	4.73995391	6.244639298	4.384326371	3.855192684	2.944456258	4.56825583	3.137778227	3.420483733	5.338796453	3.429268831	4.232252912	3.71738521	3.808790308	3.883592173	5.568053596	2.168259096	3.468279099	5.958650909	4.64767576	3.393010585	4.823144054	5.731958398	4.457458487	4.615285009	3.87646094	4.109220453	5.353390826	4.159999225	4.326110766	3.198843235	4.828654644	3.184655183	4.141381886	4.349970611	3.797577187	3.730874292	NA	6.236306483	3.036941409	4.346580992	2.927572365	5.380666433	4.150858332	4.090651986	4.535420577	4.261952973	4.019565598	NA	4.945366802	5.215625066	5.041289364	3.755845	5.313372472	5.336031831	4.852436253	5.359779237	5.180100062	4.176887565	4.74704163	4.402243155	5.142120894
